C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53
63.51,53.68,26.103,62.38,20.694,42.589,41.646,49.433,44.293,40.335,19.565,50,0.26873,3660.6,4506.6,9.2292,26.726,42.508,2689,74.62,120.39,0.35362,80.192,51.205,2616.3,25.411,51.253,3091.6,22.377,65.355,217.53,336.91,94.717,76.764,31.48,8.8834,26.301,6.8552,19.814,1.6717,32.584,13.799,23.894,1.2663,18.907,2.2683,4.9077,2.279,0.016216,0.87057,0.11602,54.255,44.695
63.85,53.116,31.28,61.933,21.088,39.922,41.602,45.269,44.497,41.937,17.388,50,0.31533,3623,4395.7,9.3773,26.964,42.575,2689.1,75.234,120.43,0.33629,80.324,51.19,2618.2,25.56,49.454,3092,23.27,65.331,217.78,337.09,94.706,77.647,31.807,8.8814,26.293,6.8318,19.289,1.6664,32.36,13.891,23.375,1.267,19.157,2.3064,5.0204,2.3928,0.016216,0.87057,0.11602,54.255,44.695
63.42,53.252,31.098,62.879,21.251,40.183,36.745,48.13,44.678,40.732,18.476,50,0.31717,3648.3,4384.4,9.3929,26.954,42.133,2693.5,76.194,120.38,0.33415,80.63,49.54,2621.6,24.435,50.69,3093.6,22.815,65.405,218.23,337.86,94.631,77.23,31.807,8.8814,26.293,6.8318,19.289,1.6664,32.36,13.891,23.375,1.267,19.157,2.3064,5.0204,2.3928,0.016216,0.87057,0.11602,54.255,44.695
63.30,53.17,28.655,60.891,20.891,41.61,38.379,46.527,45.186,41.301,19.157,50,0.2901,3669,4487.9,9.2491,27.029,42.59,2690.9,74.793,120.39,0.34293,80.458,50.095,2618.7,23.648,49.997,3093.1,22.534,65.429,215.02,337.44,94.68,77.105,32.01,8.9077,25.711,6.7968,19.391,1.7357,32.668,13.917,23.882,1.3711,19.29,2.2649,4.8699,2.3686,0.016216,0.87057,0.11602,54.255,44.695
63.44,53.667,28.468,60.932,21.067,41.198,33.657,40.771,44.913,40.883,19.432,50,0.292,3660.8,4446.4,9.3833,26.908,42.652,2688.8,75.375,120.39,0.3463,80.251,48.49,2616.8,25.499,47.51,3091.4,22.428,65.417,220.57,337.57,94.676,77.039,32.01,8.9077,25.711,6.7968,19.391,1.7357,32.668,13.917,23.882,1.3711,19.29,2.2649,4.8699,2.3686,0.016216,0.87057,0.11602,54.255,44.695
63.62,53.414,26.665,58.165,21.003,41.977,35.354,46.037,45.451,41.474,19.09,50,0.27689,3672.1,4438.8,9.3386,27.061,42.392,2688.8,74.243,120.43,0.34656,80.265,49.067,2617.2,26.693,49.785,3091.2,22.563,65.434,220.19,337.22,94.643,77.476,32.381,9.0728,26.014,6.69,18.782,1.6016,32.913,13.969,23.404,1.3211,19.387,2.2785,4.989,2.2843,0.016342,0.86653,0.10164,53.752,44.091
63.57,53.456,26.881,62.391,21.275,41.253,39.078,45.045,45.678,41.423,19.065,50,0.27469,3674.9,4435.2,9.1462,27.117,42.457,2689.7,74.724,120.41,0.35249,80.489,50.332,2618.3,23.661,49.356,3091.4,22.569,65.466,221.46,338.16,94.617,77.416,32.381,9.0728,26.014,6.69,18.782,1.6016,32.913,13.969,23.404,1.3211,19.387,2.2785,4.989,2.2843,0.016342,0.86653,0.10164,53.752,44.091
63.72,53.906,23.569,59.146,20.944,42.728,35.768,50.845,46.06,41.352,17.265,50,0.23652,3728.1,4518,9.3282,26.794,42.405,2688.7,74.497,120.43,0.35331,80.431,49.208,2616.8,24.06,51.863,3091,23.327,65.529,220.97,337.75,94.56,77.456,32.594,8.8605,26.38,6.975,19.247,1.6528,32.987,14.012,23.347,1.1753,19.063,2.3202,4.846,2.3092,0.016342,0.86653,0.10164,53.752,44.091
63.56,53.794,23.381,60.745,20.861,42.719,37.773,49.09,46.089,41.327,16.249,50,0.23843,3737.7,4527.4,9.3552,26.737,42.475,2688.5,75.037,120.41,0.35339,80.504,49.889,2616.2,25.082,51.104,3090.8,23.756,65.588,224.4,337.55,94.595,77.3,32.594,8.8605,26.38,6.975,19.247,1.6528,32.987,14.012,23.347,1.1753,19.063,2.3202,4.846,2.3092,0.016342,0.86653,0.10164,53.752,44.091
62.58,53.524,20.705,61.012,21.014,43.266,37.139,45.045,46.394,40.751,20.992,50,0.21814,3652,4451.4,9.3096,26.843,42.488,2686.4,75.897,120.37,0.36029,80.546,49.673,2614,23.867,49.357,3086.8,21.748,65.645,224.72,337.49,94.557,77.565,32.075,8.8366,26.348,6.959,19.197,1.6639,33.243,13.951,23.191,1.3993,19.242,2.3284,4.8356,2.3049,0.016342,0.86653,0.10164,53.752,44.091
62.44,53.405,21.252,61.503,20.929,43.232,38.72,45.128,46.587,40.961,17.334,50,0.21258,3660.2,4461.3,9.2958,26.442,41.878,2686.1,75.75,120.39,0.36056,80.558,50.211,2614.1,24.882,49.392,3087.4,23.299,65.696,225.77,337.64,94.752,77.089,32.075,8.8366,26.348,6.959,19.197,1.6639,33.243,13.951,23.191,1.3993,19.242,2.3284,4.8356,2.3049,0.017071,0.88536,0.093861,53.268,44.322
62.75,54.137,25.965,61.225,20.746,42.34,37.908,46.038,46.893,40.465,19.162,50,0.26212,3645.6,4404.2,9.3792,26.816,41.969,2687.2,74.527,120.4,0.35653,80.455,49.935,2614.4,24.876,49.786,3088.7,22.527,65.703,225.84,337.34,94.796,77.293,31.557,9.0186,26.177,6.8761,19.17,1.6497,32.245,13.869,23.719,1.2783,19.17,2.2559,4.858,2.3028,0.017071,0.88536,0.093861,53.268,44.322
62.73,53.061,26.161,63.104,20.931,42.493,41.742,47.029,46.928,40.915,19.162,50,0.26013,3646.7,4494.1,9.3892,26.496,42.24,2689.3,74.725,120.39,0.35528,80.543,51.238,2616.9,23.151,50.214,3090.1,22.51,65.733,228.95,337.5,94.724,77.824,31.557,9.0186,26.177,6.8761,19.17,1.6497,32.245,13.869,23.719,1.2783,19.17,2.2559,4.858,2.3028,0.017071,0.88536,0.093861,53.268,44.322
63.61,53.165,31.311,62.344,21.149,41.713,42.652,43.352,47.418,40.914,19.352,50,0.31561,3636.2,4485.2,9.3701,27.151,42.449,2692.4,75.034,120.39,0.34462,80.628,51.547,2621.1,25.179,48.625,3093.8,22.428,65.797,226.9,338.23,94.632,77.682,31.99,9.1567,25.851,6.7949,19.208,1.6748,32.63,13.81,23.347,1.2678,18.873,2.295,4.9225,2.3645,0.017071,0.88536,0.093861,53.268,44.322
63.19,53.333,31.096,63.378,21.027,41.334,38.335,43.329,47.531,41.526,16.382,50,0.3178,3660.3,4471.2,9.4279,26.651,42.899,2696.3,74.35,120.39,0.34773,80.823,50.08,2623.9,25.055,48.615,3098.7,23.657,65.863,229.07,338.29,94.523,78.049,31.99,9.1567,25.851,6.7949,19.208,1.6748,32.63,13.81,23.347,1.2678,18.873,2.295,4.9225,2.3645,0.017071,0.88536,0.093861,53.268,44.322
63.56,53.592,27.699,60.412,21.027,40.984,34.908,45.138,48.026,41.911,17.946,50,0.27723,3683.1,4435.9,9.3591,27.016,42.553,2694.6,73.665,120.42,0.33786,80.512,48.915,2622.7,25.821,49.397,3097.6,23.021,65.938,233.09,338.42,94.428,77.261,32.136,8.8708,26.184,6.9355,19.176,1.6824,32.619,13.834,23.505,1.2418,18.911,2.3263,4.8695,2.3515,0.024299,0.85763,0.090949,54.348,44.636
63.49,53.393,27.716,60.704,21.394,40.394,38.317,46.982,48.636,41.468,17.167,50,0.27705,3686.8,4452.6,9.4118,26.801,42.726,2696.1,74.335,120.41,0.3427,80.598,50.074,2624.4,25.639,50.194,3098.3,23.331,65.967,232.37,338.89,94.433,77.775,32.136,8.8708,26.184,6.9355,19.176,1.6824,32.619,13.834,23.505,1.2418,18.911,2.3263,4.8695,2.3515,0.024299,0.85763,0.090949,54.348,44.636
62.25,53.69,26.332,61.464,21.888,40.864,35.49,46.302,48.948,41.433,20.575,50,0.2655,3688.3,4428.3,9.2844,27.24,42.195,2698.5,74.297,120.41,0.3442,80.723,49.113,2626.9,24.967,49.9,3097.5,21.889,66.027,234.91,339.61,94.545,77.556,31.921,8.7496,26.043,6.9649,19.743,1.6083,32.683,13.711,23.424,1.114,19.311,2.2572,4.9052,2.3638,0.024299,0.85763,0.090949,54.348,44.636
63.05,53.322,26.065,61.806,21.304,41.098,36.15,45.351,49.448,40.197,18.623,50,0.26822,3641.5,4459,9.4351,26.784,42.856,2696,75.106,120.4,0.34227,80.333,49.338,2623.6,25.785,49.489,3095.9,22.733,66.071,235.35,339.35,94.575,77.017,31.921,8.7496,26.043,6.9649,19.743,1.6083,32.683,13.711,23.424,1.114,19.311,2.2572,4.9052,2.3638,0.024299,0.85763,0.090949,54.348,44.636
62.82,52.792,28.366,62.039,21.77,39.66,46.869,47.183,49.947,41.044,18.013,50,0.2897,3636.4,4377.4,9.5141,26.991,42.193,2696.5,75.099,120.39,0.32642,80.181,52.98,2624.3,24.392,50.28,3094.6,22.988,66.038,235.84,340.22,94.658,77.338,32.285,8.8786,26.178,7.063,18.814,1.6907,32.923,13.927,23.503,1.2079,18.677,2.299,4.8957,2.3784,0.024299,0.85763,0.090949,54.348,44.636
62.69,52.591,28.449,62.547,21.987,39.742,36.741,48.016,49.578,40.844,20.695,50,0.28886,3643.8,4394.3,9.3876,27.169,42.227,2697.4,74.913,120.38,0.32575,80.137,49.538,2625.3,25.838,50.641,3094.9,21.861,66.021,238.85,341.02,94.655,77.413,32.285,8.8786,26.178,7.063,18.814,1.6907,32.923,13.927,23.503,1.2079,18.677,2.299,4.8957,2.3784,0.032648,0.85323,0.08866,53.161,44.12
62.45,53.49,25.258,62.07,21.83,42.193,40.169,47.304,49.776,41.27,19.04,50,0.25277,3600.6,4502.5,9.5248,26.575,42.761,2699.7,74.678,120.4,0.3531,80.164,50.703,2627.6,24.474,50.333,3097,22.553,66.006,239.54,341.51,94.812,77.498,32.148,8.7992,26.025,6.7838,18.927,1.6269,33.05,13.974,23.685,1.2013,18.377,2.2487,4.9694,2.2377,0.032648,0.85323,0.08866,53.161,44.12
61.97,53.799,25.115,62.205,22.38,41.733,35.305,49.04,49.974,40.518,16.363,50,0.25422,3628.8,4476.7,9.6075,27.233,42.283,2704.8,74.807,120.37,0.35687,80.411,49.05,2633.2,24.069,51.083,3101.3,23.664,66.039,240.23,341.38,94.534,77.862,32.148,8.7992,26.025,6.7838,18.927,1.6269,33.05,13.974,23.685,1.2013,18.377,2.2487,4.9694,2.2377,0.032648,0.85323,0.08866,53.161,44.12
63.78,54.063,26.262,63.975,22.49,42.755,39.673,48.931,50.275,42.161,18.298,50,0.26846,3663.7,4430.3,9.251,26.994,42.308,2708,74.046,120.43,0.36018,80.492,50.534,2637.1,24.259,51.036,3105.3,22.837,66.135,239.69,341.83,94.573,77.911,32.214,8.8806,26.061,6.9371,19.106,1.6623,32.657,13.987,23.603,1.2942,18.282,2.2576,4.791,2.3336,0.032648,0.85323,0.08866,53.161,44.12
63.25,53.597,26.193,61.469,22.295,42.655,38.25,48.247,50.519,40.334,17.936,50,0.26915,3694,4469.2,9.4287,26.933,42.493,2706.8,74.262,120.4,0.36099,80.306,50.051,2636.4,24.059,50.74,3104.7,23.008,66.198,239.77,342.37,94.397,77.135,32.214,8.8806,26.061,6.9371,19.106,1.6623,32.657,13.987,23.603,1.2942,18.282,2.2576,4.791,2.3336,0.032648,0.85323,0.08866,53.161,44.12
63.05,53.432,25.659,61.861,22.437,42.898,35.241,45.893,50.513,42.055,18.767,50,0.26181,3629,4442.9,9.5876,26.889,42.184,2706.9,74.29,120.4,0.36373,80.148,49.029,2635.5,25.824,49.723,3103.9,22.655,66.163,241.84,342.8,94.474,77.331,32.19,8.8633,26.274,6.8535,18.934,1.7253,32.94,13.853,23.944,1.3096,18.553,2.2753,4.9267,2.2765,0.024832,0.83743,0.10745,54.187,44.313
62.85,53.19,25.855,62.984,22.604,43,41.171,50.19,50.718,41.535,20.659,50,0.25982,3640.3,4463.1,9.4947,27.093,42.119,2707.3,74.261,120.4,0.3629,80.104,51.044,2636.9,23.928,51.58,3103.3,21.857,66.129,242.04,343.29,94.534,77.398,32.19,8.8633,26.274,6.8535,18.934,1.7253,32.94,13.853,23.944,1.3096,18.553,2.2753,4.9267,2.2765,0.024832,0.83743,0.10745,54.187,44.313
62.65,53.6,25.735,63.44,22.597,41.676,32.757,46.669,50.704,41.877,15.54,50,0.26546,3693.8,4460.7,9.4605,27.231,42.73,2709,73.982,120.42,0.34564,80.028,48.184,2637.5,25.021,50.058,3105.5,24.011,66.116,244.72,343.5,94.583,77.467,32.291,8.7609,25.949,6.8399,19.075,1.7215,32.922,13.849,24.085,1.2766,18.562,2.2379,4.8911,2.3237,0.024832,0.83743,0.10745,54.187,44.313
63.05,53.329,25.963,61.131,22.83,41.21,36.704,44.043,50.923,40.995,17.56,50,0.26315,3670.5,4483.3,9.5048,26.599,42.227,2712.6,74.914,120.4,0.34947,80.141,49.526,2642.1,25.538,48.924,3108,23.148,66.131,244.76,344.05,94.389,77.739,32.291,8.7609,25.949,6.8399,19.075,1.7215,32.922,13.849,24.085,1.2766,18.562,2.2379,4.8911,2.3237,0.024832,0.83743,0.10745,54.187,44.313
63.13,53.315,24.879,61.752,23.088,40.9,37.904,46.496,51.086,41.698,17.054,50,0.2535,3674.9,4452.2,9.47,26.865,42.82,2713.7,75.035,120.43,0.35138,80.108,49.934,2643.7,24.251,49.984,3107.9,23.362,66.181,245.38,344.6,94.438,77.538,32.206,8.8282,26.829,6.9075,18.042,1.6716,33.063,13.84,24.167,1.1973,17.785,2.2945,4.8818,2.2789,0.024832,0.83743,0.10745,54.187,44.313
63.17,53.398,24.98,61.351,23.13,41.331,32.108,45.851,51.047,40.795,16.512,50,0.25248,3672.9,4445.3,9.6156,27.197,42.227,2713.7,74.626,120.4,0.34784,80.055,47.964,2643.5,24.995,49.705,3109.7,23.587,66.174,243.95,344.77,94.456,77.575,32.206,8.8282,26.829,6.9075,18.042,1.6716,33.063,13.84,24.167,1.1973,17.785,2.2945,4.8818,2.2789,0.029089,0.82484,0.0952,53.729,42.703
63.13,54.854,25.904,63.613,22.947,41.03,42.178,50.01,51.231,41.876,20.137,50,0.25825,3640.7,4538.7,9.4301,26.78,42.601,2714.3,74.704,120.42,0.34874,79.848,51.386,2643.7,24.938,51.502,3109.4,22.075,66.162,242.48,344.9,94.368,77.119,32.729,8.9258,26.434,6.8832,18.717,1.5789,33.261,13.592,24.113,1.1548,18.439,2.255,4.8585,2.3186,0.029089,0.82484,0.0952,53.729,42.703
62.94,54.611,25.548,63.02,23.175,40.661,38.265,48.897,51.118,41.738,17.114,50,0.26187,3652.1,4559,9.3987,27.074,42.109,2716.6,74.531,120.39,0.35176,79.708,50.056,2644.5,26.297,51.021,3110.3,23.35,66.103,244.39,345.57,94.566,77.354,32.729,8.9258,26.434,6.8832,18.717,1.5789,33.261,13.592,24.113,1.1548,18.439,2.255,4.8585,2.3186,0.029089,0.82484,0.0952,53.729,42.703
63.15,54.315,20.434,62.747,23.32,37.844,32.722,42.834,51.079,41.974,17.511,50,0.20686,3651.6,4450.9,9.5848,26.854,42.287,2718.5,73.817,120.4,0.31917,79.828,48.173,2648.8,24.83,48.401,3111.5,23.185,66.082,245.45,346.01,94.369,77.251,32.412,8.7251,26.85,6.8249,18.403,1.6374,33.345,13.669,24.304,1.1446,18.307,2.2594,4.8661,2.2074,0.029089,0.82484,0.0952,53.729,42.703
62.60,54.035,20.404,63.3,23.597,37.855,36.928,46.159,51.202,40.749,17.995,50,0.20717,3683.5,4474.4,9.5756,26.907,42.652,2720.3,74.467,120.37,0.31907,79.847,49.602,2650.2,25.751,49.838,3113.6,22.964,66.074,244.72,346.1,94.478,77.622,32.412,8.7251,26.85,6.8249,18.403,1.6374,33.345,13.669,24.304,1.1446,18.307,2.2594,4.8661,2.2074,0.029089,0.82484,0.0952,53.729,42.703
63.23,54.287,23.086,63.635,23.117,38.529,39.216,48.894,51.065,42.889,18.105,50,0.23327,3678.4,4520.7,9.5094,26.964,42.178,2723.8,74.116,120.45,0.3281,80.078,50.379,2653.5,25.395,51.02,3118.3,22.903,66.122,243.14,345.93,94.264,77.829,32.215,8.8481,26.88,6.9978,17.935,1.6523,33.314,13.711,24.646,1.1568,18.308,2.2375,4.7221,2.2686,0.018886,0.82061,0.10798,54.244,44.528
63.09,54.394,23.059,63.114,23.433,38.62,36.503,48.073,50.751,41.217,18.555,50,0.23354,3686.2,4511.8,9.3702,26.608,42.631,2724.7,74.658,120.41,0.32735,80.043,49.457,2654.5,26.029,50.665,3118.6,22.712,66.183,245.62,345.8,94.391,77.61,32.215,8.8481,26.88,6.9978,17.935,1.6523,33.314,13.711,24.646,1.1568,18.308,2.2375,4.7221,2.2686,0.018886,0.82061,0.10798,54.244,44.528
62.48,54.195,24.546,60.03,23.383,38.634,36.893,45.3,50.927,41.79,20.11,50,0.25389,3632.1,4632.7,9.5892,26.858,42.712,2724.3,75.713,120.39,0.33484,79.782,49.59,2653.8,25.99,49.467,3118.3,22.07,66.16,242.62,346.19,94.443,77.252,32.474,8.7504,26.144,6.8,18.792,1.669,33.772,13.652,24.329,1.1709,17.815,2.2754,4.7105,2.2986,0.018886,0.82061,0.10798,54.244,44.528
62.87,55.152,24.89,64.091,23.715,38.52,40.424,47.67,50.592,41.363,17.803,50,0.25039,3609.3,4552.7,9.494,26.643,42.306,2724.2,75.548,120.38,0.33577,79.491,50.79,2653.3,25.34,50.491,3117.1,23.059,66.054,245.43,346.75,94.519,77.077,32.474,8.7504,26.144,6.8,18.792,1.669,33.772,13.652,24.329,1.1709,17.815,2.2754,4.7105,2.2986,0.018886,0.82061,0.10798,54.244,44.528
63.78,54.046,22.183,62.081,23.782,37.823,34.814,46.361,50.612,41.824,19.001,50,0.22455,3656.1,4475.3,9.5776,27.217,42.313,2725.1,74.484,120.4,0.32685,79.349,48.883,2653.5,23.006,49.925,3117,22.564,65.948,244.33,346.53,94.556,77.011,31.954,8.6712,26.723,6.7873,18.821,1.6831,32.973,13.766,24.123,1.2048,17.898,2.2146,4.8283,2.1666,0.018886,0.82061,0.10798,54.244,44.528
63.63,53.652,22.084,59.866,23.995,38.085,39.383,46.009,50.371,41.023,16.654,50,0.22556,3665,4508.2,9.4577,27.157,42.346,2725.5,74.745,120.4,0.3247,79.387,50.436,2655.8,26.274,49.773,3116.2,23.545,65.868,244.7,346.7,94.311,77.436,31.954,8.6712,26.723,6.7873,18.821,1.6831,32.973,13.766,24.123,1.2048,17.898,2.2146,4.8283,2.1666,0.013104,0.79363,0.068956,54.039,43.776
63.30,53.222,27.116,62.46,24.147,39.774,37.586,49.04,50.324,42.07,19.143,50,0.27457,3695.5,4537.9,9.4823,26.62,42.854,2729.3,75.104,120.43,0.33434,79.668,49.825,2660,27,51.083,3120.7,22.491,65.863,243.69,347.05,94.449,77.414,32.482,8.6783,26.488,6.8562,18.399,1.6247,33.748,13.639,24.122,1.4544,18.192,2.2353,4.7232,2.2794,0.013104,0.79363,0.068956,54.039,43.776
63.10,53.996,27.006,62.218,24.04,39.33,44.085,49.806,50.336,41.774,17.443,50,0.27569,3707.4,4473.2,9.4312,26.581,42.574,2730.5,75.859,120.41,0.33798,79.792,52.034,2661.4,24.617,51.414,3121.9,23.197,65.915,241.98,347.31,94.117,77.486,32.482,8.6783,26.488,6.8562,18.399,1.6247,33.748,13.639,24.122,1.4544,18.192,2.2353,4.7232,2.2794,0.013104,0.79363,0.068956,54.039,43.776
63.49,54.779,22.162,62.471,24.328,37.657,34.866,47.41,50.336,42.494,18.845,50,0.22208,3652.6,4496.5,9.415,26.963,42.214,2733.2,74.763,120.42,0.32252,79.916,48.901,2663.5,23.893,50.378,3122.7,22.592,65.983,240.38,348.12,94.433,77.593,32.875,8.8511,27.084,6.7109,18.106,1.6992,33.678,13.685,24.429,1.1417,17.511,2.2372,4.6341,2.2742,0.013104,0.79363,0.068956,54.039,43.776
62.81,53.98,22.01,61.641,23.99,37.958,32.749,48.399,50.177,41.253,19.693,50,0.22363,3692.4,4563.3,9.3241,26.891,42.747,2730.2,75.524,120.38,0.32006,79.729,48.182,2660.4,25.467,50.806,3121.8,22.242,66,240.54,347.66,94.171,77.327,32.875,8.8511,27.084,6.7109,18.106,1.6992,33.678,13.685,24.429,1.1417,17.511,2.2372,4.6341,2.2742,0.013104,0.79363,0.068956,54.039,43.776
64.51,54.362,17.866,61.325,23.726,38.508,41.355,47.739,49.542,41.34,18.152,50,0.17954,3672.9,4598.8,9.4414,26.653,42.753,2727.8,75.162,120.38,0.32351,79.464,51.106,2657.6,24.271,50.52,3119.2,22.906,65.959,237.78,347.39,94.515,76.956,32.727,8.7875,26.995,6.8534,18.008,1.6369,33.807,13.682,24.82,1.2085,17.666,2.2298,4.7022,2.2337,-0.0024962,0.79967,0.088919,53.042,43.547
63.70,54.889,17.717,60.106,23.949,38.176,34.796,48.671,49.079,41.924,17.983,50,0.18105,3719.7,4554.8,9.4149,26.712,42.288,2725.7,75.297,120.38,0.32623,79.421,48.877,2655.9,25.721,50.924,3116.5,22.988,65.859,237.86,347.26,94.265,76.805,32.727,8.7875,26.995,6.8534,18.008,1.6369,33.807,13.682,24.82,1.2085,17.666,2.2298,4.7022,2.2337,-0.0024962,0.79967,0.088919,53.042,43.547
63.73,55.077,18.76,63.033,24.177,38.066,37.942,52.23,48.719,41.905,20.114,50,0.18627,3650.7,4569.4,9.3208,27.05,42.231,2723.1,75.274,120.38,0.3249,79.208,49.946,2652.5,24.883,52.461,3113.7,22.102,65.745,236.83,346.94,94.617,76.866,32.709,8.7182,27.337,6.8882,18.28,1.6389,33.647,13.755,24.144,1.1765,17.309,2.2259,4.7439,2.3479,-0.0024962,0.79967,0.088919,53.042,43.547
63.34,54.668,18.44,60.831,23.693,38.104,39.005,47.977,48.393,41.297,15.95,50,0.18952,3673.5,4603.5,9.3618,26.573,42.596,2723.7,75.535,120.38,0.3246,79.349,50.307,2654,24.555,50.624,3114.2,23.844,65.642,235.48,346.54,94.391,77.434,32.709,8.7182,27.337,6.8882,18.28,1.6389,33.647,13.755,24.144,1.1765,17.309,2.2259,4.7439,2.3479,-0.0024962,0.79967,0.088919,53.042,43.547
63.52,54.528,18.147,60.603,23.755,38.8,39.691,50.213,48.162,41.012,16.937,50,0.1851,3645.8,4568.3,9.3026,26.856,42.552,2725.2,75.786,120.39,0.33357,79.738,50.541,2655.8,24.973,51.59,3116.3,23.421,65.623,232.99,346.1,94.505,77.34,32.368,8.9631,26.567,6.8788,18.329,1.6394,33.716,13.599,24.744,1.3346,17.762,2.2255,4.7543,2.2021,-0.0024962,0.79967,0.088919,53.042,43.547
63.16,54.637,18.128,60.81,23.318,38.714,33.562,48.097,47.806,40.994,18.961,50,0.18529,3667.2,4559.2,9.377,26.94,42.398,2721.4,74.934,120.37,0.33428,79.432,48.458,2650.9,24.49,50.675,3113.8,22.588,65.64,232.89,345.39,94.606,76.964,32.368,8.9631,26.567,6.8788,18.329,1.6394,33.716,13.599,24.744,1.3346,17.762,2.2255,4.7543,2.2021,0.019165,0.78933,0.098104,54.523,43.691
62.07,54.292,21.005,58.623,23.798,36.56,39.659,47.943,47.476,41.479,16.873,50,0.21457,3735,4584.6,9.3923,26.791,42.608,2724,75.312,120.39,0.31591,79.569,50.53,2652.8,24.422,50.609,3114.3,23.466,65.559,231.98,345.25,94.505,77.086,32.38,8.8991,26.693,6.947,18.183,1.6448,33.303,13.538,24.833,1.2059,17.664,2.2865,4.6291,2.2502,0.019165,0.78933,0.098104,54.523,43.691
63.46,54.558,21.188,62.517,23.708,36.518,34.939,41.185,47.247,41.486,15.83,50,0.21271,3654.3,4562.4,9.3217,26.874,42.429,2723.9,76.235,120.39,0.31625,79.665,48.926,2653.6,23.975,47.689,3114.9,23.9,65.561,229.95,344.92,94.607,77.228,32.38,8.8991,26.693,6.947,18.183,1.6448,33.303,13.538,24.833,1.2059,17.664,2.2865,4.6291,2.2502,0.019165,0.78933,0.098104,54.523,43.691
63.30,54.521,20.685,61.157,23.607,36.079,37.988,47.083,46.691,40.841,16.878,50,0.21163,3626.9,4602.6,9.2672,26.94,42.549,2723.1,74.943,120.38,0.30344,79.646,49.962,2652.4,26.038,50.237,3114.8,23.468,65.568,231.59,344.69,94.56,77.058,32.562,8.8826,26.764,6.9549,18.653,1.6082,33.346,13.756,24.452,1.2911,18.024,2.2329,4.7633,2.2298,0.019165,0.78933,0.098104,54.523,43.691
63.26,54.333,20.632,60.038,23.492,36.09,32.014,48.533,46.681,41.545,18.318,50,0.21217,3629.5,4618.3,9.4533,26.86,42.46,2723.6,76.157,120.38,0.30335,79.744,47.932,2653.8,25.563,50.864,3116.2,22.852,65.524,227.12,344.64,94.64,77.262,32.562,8.8826,26.764,6.9549,18.653,1.6082,33.346,13.756,24.452,1.2911,18.024,2.2329,4.7633,2.2298,0.019165,0.78933,0.098104,54.523,43.691
62.87,54.275,18.999,60.985,23.152,38.647,37.525,46.383,45.947,40.312,19.823,50,0.18767,3644.4,4531.9,9.3744,26.751,42.043,2721.9,75.234,120.39,0.32806,79.714,49.805,2651.2,26.372,49.935,3115,22.218,65.508,226.98,343.93,94.671,77.256,32.193,8.9783,26.605,6.7784,18.279,1.6759,33.196,13.757,24.732,1.0282,18.189,2.2602,4.7092,2.2476,0.01793,0.80737,0.10144,53.65,43.443
63.15,54.483,18.904,57.031,23.234,38.76,37.234,45.618,45.906,40.601,19.875,50,0.18864,3628.3,4514.5,9.4769,26.982,42.659,2720.4,76.037,120.39,0.32713,79.651,49.706,2650.1,24.937,49.604,3113.9,22.213,65.433,221.25,343.62,94.63,76.833,32.193,8.9783,26.605,6.7784,18.279,1.6759,33.196,13.757,24.732,1.0282,18.189,2.2602,4.7092,2.2476,0.01793,0.80737,0.10144,53.65,43.443
62.82,54.903,22.061,59.15,22.878,38.705,44.496,47.794,45.254,40.906,17.622,50,0.22403,3738.1,4560.5,9.3033,26.693,42.368,2718.5,76.232,120.4,0.32707,79.561,52.173,2648.1,24.15,50.544,3112.8,23.162,65.335,222.41,343.37,94.619,77.124,32.029,8.9975,26.755,6.8047,18.426,1.6653,33.362,13.696,24.57,1.2151,17.757,2.2437,4.8305,2.3283,0.01793,0.80737,0.10144,53.65,43.443
64.01,55.099,22.046,62.565,22.925,38.809,34.28,46.463,44.713,41.045,18.234,50,0.22418,3668.8,4544.1,9.2747,27.127,42.499,2717.4,75.869,120.39,0.32621,79.671,48.702,2647,25.264,49.969,3113.1,22.905,65.315,222.35,343.23,94.554,77.128,32.029,8.9975,26.755,6.8047,18.426,1.6653,33.362,13.696,24.57,1.2151,17.757,2.2437,4.8305,2.3283,0.01793,0.80737,0.10144,53.65,43.443
63.20,54.636,23.609,59.974,23.019,37.635,33.426,50.398,44.455,40.91,17.592,50,0.24171,3707.5,4558.6,9.2211,27.055,42.32,2717.5,75.381,120.42,0.32128,79.756,48.412,2646.8,23.223,51.67,3111.7,23.174,65.253,219.14,343.16,94.509,77.206,31.769,8.8932,27.078,6.7458,18.715,1.669,33.105,13.846,24.543,1.1823,17.598,2.2743,4.7379,2.275,0.01793,0.80737,0.10144,53.65,43.443
63.73,54.813,23.564,60.562,22.92,37.519,38.682,45.974,44.216,42.057,18.234,50,0.24218,3676.8,4543.7,9.103,26.893,42.401,2716.5,76.505,120.43,0.32224,79.845,50.198,2646,25.087,49.758,3111.3,22.905,65.242,220.15,342.21,94.631,77.083,31.769,8.8932,27.078,6.7458,18.715,1.669,33.105,13.846,24.543,1.1823,17.598,2.2743,4.7379,2.275,0.013279,0.82445,0.11292,53.923,43.264
